r56,Nama,Sisa Stok,Satuan,HNA + PPN,QTY 1,Harga 1,Disc1,QTY2,Harga2,Disc2,QTY3,Harga3,Disc3,QTY4,Harga4,Disc4,QTY5,Harga5,Disc5
GKL1408517817B,ATORVASTATIN 20 MG 50`S HEXPH,605,BOX,0,1,82000,0,0,0,0,0,0,0,0,0,0,0,0,0
GKL1408517817B2,ATORVASTATIN 20 MG 30`S HEXPH (1 CTN = 130 BOX),0,BOX,0,1,70636,0,2,70132,0,5,69627,0,20,68618,0,0,0,0
GKL1433213404A1,METAMIZOLE SODIUM 500 MG 100`S PROMED,0,BOX,0,1,19677,0,10,19173,0,0,0,0,0,0,0,0,0,0
GKL1433312501A1,CLINDAMYCIN HCL 300 MG KAP MERSI 50`S *NORETUR*,101,BOX,0,1,55500,0,0,0,0,0,0,0,0,0,0,0,0,0
GKL1436704504A1,METAMIZOLE SODIUM 100`S KAP SELES *NO RETUR*,0,BOX,0,1,19600,0,0,0,0,0,0,0,0,0,0,0,0,0
GKL1436704601A1,CHLORAMPHENICOL 250 MG KAP SELES *NO RETUR*,32,BOX,0,1,61000,0,0,0,0,0,0,0,0,0,0,0,0,0
GKL1440702138A1,CEFADROXIL DRY SYR 125 ML PHARMA *NORETUR*,34,PC,0,1,8000,0,0,0,0,0,0,0,0,0,0,0,0,0
GKL1505050901A1,URSODEOXYCHOLIC ACID 250 MG DEXA,33,BOX,0,1,90000,0,0,0,0,0,0,0,0,0,0,0,0,0
GKL1536702004B1,METRONIDAZOLE 500 KAP 100`S SELES *NO RETUR*,0,BOX,0,1,19000,0,0,0,0,0,0,0,0,0,0,0,0,0
GKL1536704404B1,ALLOPURINOL 100 MG 100`S SELES *NO RETUR*,0,BOX,0,1,17500,0,0,0,0,0,0,0,0,0,0,0,0,0
GKL1536704901A1,THIAMPHENICOL 500 MG 100`S SELES *NO RETUR*,15,BOX,0,1,112000,0,0,0,0,0,0,0,0,0,0,0,0,0
GKL1536705001A1,TETRACYCLINE 500 MG 100`S SELES *NO RETUR*,0,BOX,0,1,56000,0,0,0,0,0,0,0,0,0,0,0,0,0
GKL1540702210A1,GRISEOFULVIN 500 MG TAB 100`S PHARMA *NORETUR*,123,BOX,165947,1,0,17,0,0,0,0,0,0,0,0,0,0,0,0
GKL1604133533A1,SUCRALFATE SUSP 100 ML COMBIPHAR,1470,PC,18315,1,0,35,0,0,0,0,0,0,0,0,0,0,0,0
GKL1604526310A1,GRISEOFULVIN 500 MG 100`S DARYA VARIA,0,BOX,187558,1,0,15,0,0,0,0,0,0,0,0,0,0,0,0
GKL1609609809A1,MEFENAMIC ACID 500 MG 100`S IFI,0,BOX,0,1,25227,0,0,0,0,0,0,0,0,0,0,0,0,0
GKL1615624733A1,SUCRALFATE SUSPENSI 100 ML MEPRO (HIJAU),809,PC,0,1,13250,0,0,0,0,0,0,0,0,0,0,0,0,0
GKL1616704009B1,ATORVASTATIN CALCIUM 40 MG MULIA,0,BOX,0,1,30273,0,0,0,0,0,0,0,0,0,0,0,0,0
GKL1628913810A1,AMLODIPINE 5 MG 100`S RAMA,160,BOX,0,1,9800,0,0,0,0,0,0,0,0,0,0,0,0,0
GKL1628913810B1,AMLODIPINE 10 MG 100`S RAMA,205,BOX,0,1,10750,0,0,0,0,0,0,0,0,0,0,0,0,0
GKL1633213710A1,METHYLPREDNISOLONE 8 MG 50`S PROMED,0,BOX,0,1,20686,0,0,0,0,0,0,0,0,0,0,0,0,0
GKL1633303804A2,AMOXICILLIN 500 MG 100`S MERSI (BLISTER),0,BOX,0,1,48000,0,0,0,0,0,0,0,0,0,0,0,0,0
GKL1633313009A1,MEFENAMIC ACID 500 MG 100`S MERSI (STRIP),0,BOX,0,1,19000,0,0,0,0,0,0,0,0,0,0,0,0,0
GKL1633313009A2,MEFENAMIC ACID 500 MG 100`S MERSI *NORETUR*,117,BOX,0,1,18500,0,0,0,0,0,0,0,0,0,0,0,0,0
GKL1633313410A1,ALLOPURINOL 100 MG 100`S MERSI *NORETUR*,673,BOX,0,1,18000,0,0,0,0,0,0,0,0,0,0,0,0,0
GKL1634011010A1,GRISEOFULVIN 125 MG 100`S NOVA *NO RETUR*,0,BOX,0,1,38200,0,0,0,0,0,0,0,0,0,0,0,0,0
GKL1634604217B,ATORVASTATIN 20 MG DEXA 100`S(1 CTN=24BOX)*NORETUR,0,BOX,0,1,75000,0,0,0,0,0,0,0,0,0,0,0,0,0
GKL1634604217B1,ATORVASTATIN 20 MG DEXA 30`S,0,BOX,0,1,27000,0,5,26500,0,10,26000,0,0,0,0,0,0,0
GKL1634604217C,ATORVASTATIN 20 MG DEXA 100`S *NORETUR,367,BOX,0,1,75000,0,0,0,0,0,0,0,0,0,0,0,0,0
GKL1639203409A1,ONDANSETRON 8 MG 100`S MEGA,4,BOX,55500,1,0,32,0,0,0,0,0,0,0,0,0,0,0,0
GKL1639203409B1,ONDANSETRON 4 MG 100`S MEGA,0,BOX,44400,1,0,27,0,0,0,0,0,0,0,0,0,0,0,0
GKL1639203510A1,AMLODIPINE 5 MG 100`S MEGA,35,BOX,11100,1,0,24,0,0,0,0,0,0,0,0,0,0,0,0
GKL1640702510B1,PIROXICAM 20 MG TAB 100`S PHARMA *NORETUR*,0,BOX,0,1,12866,0,10,12614,0,25,12361,0,0,0,0,0,0,0
GKL1702354801A1,GABAPENTIN 300 MG 100`S BERNO *NORETUR*,1,BOX,888000,1,0,75,0,0,0,0,0,0,0,0,0,0,0,0
GKL1702355529A1,BETAMETHASONE CREAM 15 GR BERNO *NORETUR*,0,PC,16650,1,0,60,0,0,0,0,0,0,0,0,0,0,0,0
GKL1702356437A1,SODIUM VALPROATE SYR 120 ML BERNO,0,PC,77700,1,0,50,0,0,0,0,0,0,0,0,0,0,0,0
GKL1705054917A1,ONDANSETRON 4 MG 30`S DEXA,0,BOX,0,1,24750,0,0,0,0,0,0,0,0,0,0,0,0,0
GKL1705054917B1,ONDANSETRON 8 MG 30`S DEXA,0,BOX,0,1,31500,0,0,0,0,0,0,0,0,0,0,0,0,0
GKL1705055833A1,SUCRALFATE SUSP 100 ML DEXA *NORETUR*,903,PC,0,1,12250,0,48,11750,0,0,0,0,0,0,0,0,0,0
GKL1705057615A1,DICLOFENAC SODIUM 50 MG DEXA *NORETUR*,0,BOX,0,1,22450,0,0,0,0,0,0,0,0,0,0,0,0,0
GKL1705058517B1,ATORVASTATIN 20 MG DEXA 100`S(1 CTN=32BOX)*NORETUR,0,BOX,0,1,75000,0,0,0,0,0,0,0,0,0,0,0,0,0
GKL1707122517A1,ONDANSETRON 8 MG 12`S FM *NORETUR*,0,BOX,0,1,14127,0,0,0,0,0,0,0,0,0,0,0,0,0
GKL1707122609A1,TRANEXAMIC ACID (AS.TRANEKSAMAT) 500 MG FM*NORETUR,93,BOX,0,1,125000,0,0,0,0,0,0,0,0,0,0,0,0,0
GKL1708518809A1,AZITHROMYCIN 500 MG 6`S HEXPH,0,BOX,59940,1,0,15,0,0,0,0,0,0,0,0,0,0,0,0
GKL1708518809A2,AZITHROMYCIN 500 MG 30`S HEXPH,0,BOX,0,1,262364,0,0,0,0,0,0,0,0,0,0,0,0,0
GKL1709610010A1,PREDNISONE 5MG TAB IFI,3,BOX,0,1,11250,0,0,0,0,0,0,0,0,0,0,0,0,0
GKL1715626017A1,CO-AMOXICLAV 30`S TAB MEPRO,0,BOX,0,1,105450,0,0,0,0,0,0,0,0,0,0,0,0,0
GKL1716707110A1,BETAHISTINE MESILATE 6 MG MULIA,0,BOX,0,1,10091,0,0,0,0,0,0,0,0,0,0,0,0,0
GKL1733214001A1,CLINDAMYCIN HCL 300 MG 100`S PROMED,0,BOX,0,1,126136,0,0,0,0,0,0,0,0,0,0,0,0,0
GKL1733214517A1,ONDANSETRON 4 MG 30`S ( HITAM ) PROMED,0,BOX,0,1,34300,0,0,0,0,0,0,0,0,0,0,0,0,0
GKL1733214517B1,ONDANSETRON 8 MG 30`S ( MERAH ) PROMED,0,BOX,0,1,23209,0,0,0,0,0,0,0,0,0,0,0,0,0
GKL1733314110A1,COTRIMOXAZOLE TAB 400 MG 100`S MERSI,0,BOX,0,1,24200,0,0,0,0,0,0,0,0,0,0,0,0,0
GKL1733314449A1,PARACETAMOL INFUS 100 ML MERSI,0,PC,0,1,16500,0,0,0,0,0,0,0,0,0,0,0,0,0
GKL1733314610A1,ALLOPURINOL 300 MG 30`S MERSI *NORETUR*,58,BOX,0,1,16500,0,5,16000,0,0,0,0,0,0,0,0,0,0
GKL1733314833A1,COTRIMOXAZOLE SUSP 200 MG 60 ML MERSI *NORETUR*,0,PC,0,1,3100,0,0,0,0,0,0,0,0,0,0,0,0,0
GKL1733315101A1,GABAPENTIN 300 MG 50`S MERSI *NORETUR*,360,BOX,0,1,61500,0,0,0,0,0,0,0,0,0,0,0,0,0
GKL1734011410A1,ALLOPURINOL 300 MG 100`S NOVA *NO RETUR*,0,BOX,0,1,52650,0,0,0,0,0,0,0,0,0,0,0,0,0
GKL1736705410A1,DOMPERIDONE 10 MG 100`S SELES *NO RETUR*,0,BOX,0,1,13000,0,0,0,0,0,0,0,0,0,0,0,0,0
GKL1736706010A1,METHYLPREDNISOLONE 4 MG 100`S SELES *NO RETUR*,0,BOX,0,1,15250,0,0,0,0,0,0,0,0,0,0,0,0,0
GKL1736706010B1,METHYLPREDNISOLONE 8 MG 100`S SELES *NO RETUR*,0,BOX,0,1,26000,0,0,0,0,0,0,0,0,0,0,0,0,0
GKL1739203510B1,AMLODIPINE 10 MG 100`S MEGA,16,BOX,21090,1,0,43.5,0,0,0,0,0,0,0,0,0,0,0,0
GKL1739203603A1,OMEPRAZOLE 20 MG 100`S MEGA,23,BOX,29526,1,0,12,0,0,0,0,0,0,0,0,0,0,0,0
GKL1740502317A1,ATORVASTATIN TAB 10 MG 30`S DEXA *NORETUR*,0,BOX,0,1,25227,0,0,0,0,0,0,0,0,0,0,0,0,0
GKL1802356816A1,EPERISONE 50 MG 100`S BERNO *NORETUR*,10,BOX,0,1,100000,0,0,0,0,0,0,0,0,0,0,0,0,0
GKL1808518917A1,VALSARTAN 80 MG 30`S HEXPH (BIRU),38,BOX,0,1,43000,0,0,0,0,0,0,0,0,0,0,0,0,0
GKL1808518917B1,VALSARTAN 160 MG 30`S HEXPH (UNGU),0,BOX,0,1,54000,0,0,0,0,0,0,0,0,0,0,0,0,0
GKL1808519001A1,CELECOXIB 100 MG 50`S HEXPH,0,BOX,0,1,151364,0,0,0,0,0,0,0,0,0,0,0,0,0
GKL1808519001B1,CELECOXIB 200 MG 50`S HEXPH,0,BOX,0,1,249750,0,0,0,0,0,0,0,0,0,0,0,0,0
GKL1808519101A1,PREGABALIN 75 MG 14`S HEXPH,0,BOX,0,1,50000,0,0,0,0,0,0,0,0,0,0,0,0,0
GKL1809324129A1,MUPIROCIN CALCIUM CRM 10G,0,PC,38517,1,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0
GKL1815627601A1,CEFADROXIL 500 MG 100`S MEPRO,241,BOX,0,1,89000,0,0,0,0,0,0,0,0,0,0,0,0,0
GKL1825904610A1,METRONIDAZOLE 500 MG TAB TRIMAN *NORETUR*,94,BOX,0,1,21950,0,0,0,0,0,0,0,0,0,0,0,0,0
GKL1825905010A1,AMBROXOL 30 MG TAB TRIMAN *NORETUR*,71,BOX,0,1,10700,0,0,0,0,0,0,0,0,0,0,0,0,0
GKL183321490A1,ERDOSTEINE 300 MG 20`S PROMED,0,BOX,0,1,53482,0,0,0,0,0,0,0,0,0,0,0,0,0
GKL1833215237A1,CETIRIZINE 5 MG SYRUP 60 ML PROMED,88,PC,0,1,15000,0,12,14500,0,0,0,0,0,0,0,0,0,0
GKL1833215337A1,ONDANSETRON 4 MG SYRUP 60 ML PROMED,136,PC,0,1,21750,0,0,0,0,0,0,0,0,0,0,0,0,0
GKL1833315643A1,RANITIDINE INJ 25 MG / ML MERSI,0,BOX,0,1,14750,0,0,0,0,0,0,0,0,0,0,0,0,0
GKL1833316249A1,METRONIDAZOLE INFUS 500 MG / 100 ML MERSI,0,PC,0,1,14500,0,0,0,0,0,0,0,0,0,0,0,0,0
GKL1834011910A1,AMLODIPINE 5 MG 100`S NOVA *NO RETUR*,73,BOX,0,1,9950,0,0,0,0,0,0,0,0,0,0,0,0,0
GKL1834011910B1,AMLODIPINE 10 MG 30`S NOVA *NO RETUR*,316,BOX,0,1,3700,0,0,0,0,0,0,0,0,0,0,0,0,0
GKL1834012110A1,LORATADINE 10 MG 100`S NOVA *NO RETUR*,0,BOX,0,1,16000,0,0,0,0,0,0,0,0,0,0,0,0,0
GKL1834012410B1,MELOXICAM 7.5 MG 100`S NOVA *NO RETUR*,77,BOX,0,1,11750,0,0,0,0,0,0,0,0,0,0,0,0,0
GKL1843000317A1,ONDANSETRON 4 MG 50`S NULAB *NORETUR*,48,BOX,77700,1,0,20,0,0,0,0,0,0,0,0,0,0,0,0
GKL1843000710A1,TRIAMCINOLONE TAB 4 MG NULAB 100`S *NORETUR*,0,BOX,80420,1,0,30,0,0,0,0,0,0,0,0,0,0,0,0
GKL1843000710A2,TRIAMCINOLONE TAB 4 MG NULAB 100`S NEW *NORETUR*,166,BOX,80420,1,0,30,0,0,0,0,0,0,0,0,0,0,0,0
GKL1843000801A1,ACETYLCYSTEINE 200 MG 100`S NULAB *NORETUR*,169,BOX,111000,1,0,20,0,0,0,0,0,0,0,0,0,0,0,0
GKL1843001001A,MECOBALAMIN 500 MG 100`S NULAB *NORETUR*,344,BOX,77700,1,0,27,0,0,0,0,0,0,0,0,0,0,0,0
GKL1843001303A1,LANSOPRAZOLE 30 MG 20`S NULAB *NORETUR*,0,BOX,0,1,13500,0,0,0,0,0,0,0,0,0,0,0,0,0
GKL1843001303A2,LANSOPRAZOLE 30 MG 20`S NULAB NEW *NORETUR*,391,BOX,0,1,13500,0,0,0,0,0,0,0,0,0,0,0,0,0
GKL1905032417B1,"BISOPROLOL 2,5 MG DEXA 100`S *NORETUR*",58,BOX,0,1,26000,0,0,0,0,0,0,0,0,0,0,0,0,0
GKL190851910B1,PREGABALIN 50 MG 14`S HEXPH,0,BOX,0,1,48436,0,0,0,0,0,0,0,0,0,0,0,0,0
GKL1925905104A1,CETIRIZINE 10 MG TAB TRIMAN *NORETUR*,172,BOX,0,1,8200,0,0,0,0,0,0,0,0,0,0,0,0,0
GKL1925905310A1,MELOXICAM 15 MG TAB TRIMAN *NORETUR*,0,BOX,0,1,18300,0,0,0,0,0,0,0,0,0,0,0,0,0
GKL1925905310B1,MELOXICAM 7.5 MG TAB TRIMAN *NORETUR*,62,BOX,0,1,12900,0,0,0,0,0,0,0,0,0,0,0,0,0
GKL1928916929A1,ACYCLOVIR 50 MG CREAM 5 GR RAMA,0,TUBE,0,1,3500,0,0,0,0,0,0,0,0,0,0,0,0,0
GKL1933213817A1,CETIRIZINE HCL 10 MG 50`S PROMED,0,BOX,0,1,9082,0,10,8830,0,0,0,0,0,0,0,0,0,0
GKL1933213817A2,CETIRIZINE HCL 10 MG 100`S NEW PROMED,0,BOX,0,1,15641,0,10,15136,0,0,0,0,0,0,0,0,0,0
GKL1933215433A1,SUCRALFATE SUSPENSI 100 ML PROMED,0,PC,0,1,14127,0,24,13623,0,50,12500,0,0,0,0,0,0,0
GKL1933215910A1,ALLOPURINOL 100 MG 100`S PROMED,0,BOX,0,1,18668,0,10,18416,0,0,0,0,0,0,0,0,0,0
GKL1933216106A1,METFORMIN XR 500 MG 100`S ( HITAM ) PROMED,0,BOX,0,1,55500,0,0,0,0,0,0,0,0,0,0,0,0,0
GKL1933216106B1,METFORMIN XR 750 MG 100`S ( MERAH ) PROMED,0,BOX,0,1,73664,0,0,0,0,0,0,0,0,0,0,0,0,0
GKL1933316643A1,KETOROLAC INJ 30 MG / ML MERSI,0,BOX,0,1,17250,0,0,0,0,0,0,0,0,0,0,0,0,0
GKL1934013017A1,SIMVASTATIN 10 MG 100`S NOVA *NO RETUR*,179,BOX,0,1,12250,0,0,0,0,0,0,0,0,0,0,0,0,0
GKL1934013017B1,SIMVASTATIN 20 MG 100`S NOVA *NO RETUR*,374,BOX,0,1,18500,0,0,0,0,0,0,0,0,0,0,0,0,0
GKL1939204517A1,CLOPIDOGREL 75 MG 100`S MEGA,16,BOX,78810,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0
GKL1940700301B1,CEFIXIME 200 MG KAPSUL 100`S PHARMA,0,BOX,0,1,101600,0,0,0,0,0,0,0,0,0,0,0,0,0
GKL1940700301B2,CEFIXIME 200 MG KAPSUL 100`S PHARMA NEW,79,BOX,0,1,101600,0,0,0,0,0,0,0,0,0,0,0,0,0
GKL1943003517A1,LEVOFLOXACIN 500 MG 100`S NULAB *NORETUR*,26,BOX,116417,1,0,25,0,0,0,0,0,0,0,0,0,0,0,0
GKL1943003601A,GABAPENTIN 100 MG 30`S NULAB NEW (60 BOX)*NORETUR*,93,BOX,66600,1,0,32,0,0,0,0,0,0,0,0,0,0,0,0
GKL1943003601A1,GABAPENTIN 100 MG 30`S NULAB,0,BOX,66600,1,0,32,0,0,0,0,0,0,0,0,0,0,0,0
GKL1944400510A1,AMBROXOL TAB 30 MG 100`S KF,0,BOX,0,1,11000,0,0,0,0,0,0,0,0,0,0,0,0,0
GKL2002362029A1,GENTAMICIN CREAM 5 GR BERNO *NORETUR*,787,PC,3330,1,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0
GKL2002362238A1,ERDOSTEINE DRY SYR 60 ML BERNO *NORETUR*,0,PC,33300,1,0,15,0,0,0,0,0,0,0,0,0,0,0,0
GKL2002363410A1,BETAHISTINE 6 MG 100`S BERNO *NORETUR*,40,BOX,0,1,46000,0,0,0,0,0,0,0,0,0,0,0,0,0
GKL2002363610A1,LISINOPRIL 5 MG 100`S BERNO *NORETUR*,1,BOX,54390,1,0,50,0,0,0,0,0,0,0,0,0,0,0,0
GKL2002363610B1,LISINOPRIL 10 MG 100`S BERNO *NORETUR*,16,BOX,79920,1,0,55,0,0,0,0,0,0,0,0,0,0,0,0
GKL2008519609A1,CEFIXIME 200 MG 100`S HEXPH,0,BOX,0,1,227045,0,0,0,0,0,0,0,0,0,0,0,0,0
GKL2009612310A1,SALBUTAMOL 2 MG 100`S IFI,0,BOX,0,1,8500,0,0,0,0,0,0,0,0,0,0,0,0,0
GKL2009612310B1,SALBUTAMOL 4 MG 100`S IFI,0,BOX,0,1,10500,0,0,0,0,0,0,0,0,0,0,0,0,0
GKL2025805210A1,IBUPROFEN 400 MG TAB TRIMAN *NORETUR*,349,BOX,0,1,21250,0,0,0,0,0,0,0,0,0,0,0,0,0
GKL2031545517A1,ROSUVASTATIN 10 MG 30`S PRATAPA,0,BOX,99900,1,0,23.5,0,0,0,0,0,0,0,0,0,0,0,0
GKL2033216401A1,FENOFIBRATE 300 MG 30`S PROMED,0,BOX,0,1,59536,0,2,58527,0,4,57518,0,10,56005,0,0,0,0
GKL2033216501A1,CEFADROXIL 500 MG 100`S KAP PROMED,0,BOX,0,1,102000,0,0,0,0,0,0,0,0,0,0,0,0,0
GKL2033315101B1,GABAPENTIN 100 MG 50`S MERSI *NORETUR*,-1,BOX,0,1,55000,0,0,0,0,0,0,0,0,0,0,0,0,0
GKL2043004601B1,PREGABALIN 150 MG 30`S NULAB,6,BOX,0,1,132500,0,0,0,0,0,0,0,0,0,0,0,0,0
GKL2043006710A1,BETAHISTINE TAB 6 MG 30`S NULAB,0,BOX,23310,1,0,27,0,0,0,0,0,0,0,0,0,0,0,0
GKL2043006710A2,BETAHISTINE TAB 6 MG 30`S NULAB NEW *NORETUR*,152,BOX,23310,1,0,27,0,0,0,0,0,0,0,0,0,0,0,0
GKL2043007003A1,OMEPRAZOLE 20 MG 100`S NULAB,0,BOX,41203,1,0,22,0,0,0,0,0,0,0,0,0,0,0,0
GKL2043007003A2,OMEPRAZOLE 20 MG 100`S NULAB (1 CTN 18 BOX)*NORETU,52,BOX,41203,1,0,22,0,0,0,0,0,0,0,0,0,0,0,0
GKL2044401717A1,CLOPIDOGREL 75 MG 30`S KF,0,BOX,0,1,19750,0,10,19550,0,0,0,0,0,0,0,0,0,0
GKL2113714668A1,SALBUTAMOL 2.5 MG / 2.5 ML AMPUL MBF,2,BOX,55500,1,0,20,0,0,0,0,0,0,0,0,0,0,0,0
GKL2127509310A1,CTM 4 MG 100`S KLG (YKF),0,PC,0,1,3400,0,0,0,0,0,0,0,0,0,0,0,0,0
GKL2131548617A1,FEBUXOSTAT 80 MG 30`S PRATAPA,4,BOX,249750,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0
GKL2131548617B1,FEBUXOSTAT 40 MG 30`S PRATAPA,5,BOX,116550,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0
GKL2225806229A1,CLOBETASOL PROPIONATE 0.05% KRIM 10 GR,0,PC,20535,1,0,30,0,0,0,0,0,0,0,0,0,0,0,0
GKL2240702810A1,AMLODIPINE 5 MG PHARMA 300`S,0,BOX,0,1,45500,0,10,45250,0,0,0,0,0,0,0,0,0,0
GKL2240702810B1,AMLODIPINE 10 MG PHARMA 300`S *NORETUR*,1,BOX,0,1,55250,0,10,55200,0,0,0,0,0,0,0,0,0,0
GKL2240703201A1,GABAPENTIN 100 MG 100`S PHARMA *NORETUR*,0,BOX,0,1,75000,0,0,0,0,0,0,0,0,0,0,0,0,0
GKL2240703201B1,GABAPENTIN 300 MG 100`S PHARMA *NORETUR*,9,BOX,0,1,98000,0,0,0,0,0,0,0,0,0,0,0,0,0
GKL2244405010A1,ACARBOSE 50 MG TAB 100`S KF,0,BOX,83250,1,0,15,0,0,0,0,0,0,0,0,0,0,0,0
GKL2244405010B1,ACARBOSE 100 MG TAB 100`S KF,0,BOX,138750,1,0,25,0,0,0,0,0,0,0,0,0,0,0,0
GKL2244405310A1,HCT 25 MG 100`S KF,0,BOX,18315,1,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0
GKL23324094A,MEFENAMIC ACID 500 MG 100`S BERNO,0,BOX,0,1,20000,0,0,0,0,0,0,0,0,0,0,0,0,0
GKL2336707004A1,AMPICILLIN 500 MG 100`S SELES *NO RETUR*,0,BOX,0,1,51500,0,0,0,0,0,0,0,0,0,0,0,0,0
GKL2440703601A1,FENOFIBRATE 100 MG 100`S PHARMA,17,BOX,0,1,89000,0,0,0,0,0,0,0,0,0,0,0,0,0
GKL2440703601B1,FENOFIBRATE 300 MG 100`S PHARMA,4,BOX,0,1,97500,0,0,0,0,0,0,0,0,0,0,0,0,0
GKL7211642829A,HYDROCORTISON 1% NEW CRM 5 GR KALBE,780,PC,0,1,4350,0,0,0,0,0,0,0,0,0,0,0,0,0
GKL7211642829A1,HYDROCORTISON 1% CRM 5 GR KALBE,0,PC,0,1,4642,0,0,0,0,0,0,0,0,0,0,0,0,0
GKL7211642829B,HYDROCORTISON 2.5% NEW CRM 5 GR KALBE NEW (900 PC),776,PC,0,1,5700,0,0,0,0,0,0,0,0,0,0,0,0,0
GKL7211642829B1,HYDROCORTISON 2.5% CRM 5 GR KALBE,0,PC,0,1,5853,0,0,0,0,0,0,0,0,0,0,0,0,0
GKL7803814931A1,CENDO GENTAMICIN SM 3.5 GR,0,PC,40376,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0
GKL7809320501A1,PHENYTOIN SODIUM 100`S BOTOL,12,PC,77700,1,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0
GKL8705003101B,PIROCAM 20 MG KAP NEW 100`S (1 CTN = 16 BOX),0,BOX,0,1,19750,0,0,0,0,0,0,0,0,0,0,0,0,0
GKL8705003101C,PIROCAM 20 MG KAP NEW 100`S (1CTN=24BOX)*NORETUR*,1200,BOX,0,1,19750,0,0,0,0,0,0,0,0,0,0,0,0,0
GKL8912400417A2,"METHYLERGOMETRINE 0,125 MG KF",0,BOX,0,1,38500,0,0,0,0,0,0,0,0,0,0,0,0,0
GKL8912509310A1,DILTIAZEM 30 MG 100`S KF,0,BOX,24420,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GKL8920902510A1,PROPYLTHIOURACIL (PTU) 100 MG,0,PC,59163,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0
GKL8920905510A1,ALLOPURINOL 100`S PHARMA *NORETUR*,0,BOX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GKL9005008117A1,NIFEDIPINE 10 MG DEXA 100`S *NORETUR*,96,BOX,0,1,17750,0,0,0,0,0,0,0,0,0,0,0,0,0
GKL9005008510A1,PROPRANOLOL 10 MG DEXA** *NORETUR*,0,BOX,8936,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
GKL9005008510A2,PROPRANOLOL 10 MG DEXA** NEW *NORETUR*,108,BOX,8936,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
GKL9005008510B1,PROPRANOLOL 40 MG DEXA**,0,BOX,0,1,15750,0,0,0,0,0,0,0,0,0,0,0,0,0
GKL9005008510B2,PROPRANOLOL 40 MG DEXA** NEW *NORETUR*,30,BOX,0,1,15750,0,0,0,0,0,0,0,0,0,0,0,0,0
GKL9112412509A1,RIFAMPICIN 450 MG 100`S KF,0,BOX,218640,1,0,25,0,0,0,0,0,0,0,0,0,0,0,0
GKL9202316104A1,AMOXICILLIN 500 MG 100`S BERNO *NORETUR*,0,BOX,0,1,43391,0,0,0,0,0,0,0,0,0,0,0,0,0
GKL9202316238A1,AMOXICILLIN DRY SYR BERNO *NORETUR*,0,PC,7493,1,0,20,0,0,0,0,0,0,0,0,0,0,0,0
GKL9302317217A1,ETHAMBUTOL 500 MG 100`S BERNO *NORETUR*,28,BOX,0,1,130980,0,0,0,0,0,0,0,0,0,0,0,0,0
GKL9302317304A2,METAMIZOLE SODIUM 500 MG 100`S BERNO *NORETUR*,0,BOX,0,1,27500,0,0,0,0,0,0,0,0,0,0,0,0,0
GKL9302317709A1,RIFAMPICIN 450 MG 100`S BERNO *NORETUR*,30,BOX,555000,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0
GKL9302317709B1,RIFAMPICIN 600 MG 100`S BERNO *NORETUR*,0,BOX,419580,1,0,30,0,0,0,0,0,0,0,0,0,0,0,0
GKL9302318601A2,CHLORAMPHENICOL 250 MG KAP 100`S BERNO *NORETUR*,31,BOX,94350,1,0,20,0,0,0,0,0,0,0,0,0,0,0,0
GKL9320916010A1,CAPTOPRIL 25 MG 100`S INDOFARMA,0,BOX,22799,1,0,30,0,0,0,0,0,0,0,0,0,0,0,0
GKL9320916010B1,CAPTOPRIL 50 MG 100`S INDOFARMA,0,BOX,27195,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0
GKL9402320129A1,HYDROCORTISONE CR 2.5% 5 GR BERNO *NORETUR*,426,PC,6660,1,0,25,0,0,0,0,0,0,0,0,0,0,0,0
GKL9520905004A2,GLIBENCLAMIDE 5 MG 100`S INDOFARMA,0,BOX,0,1,24400,0,0,0,0,0,0,0,0,0,0,0,0,0
GKL9527900410A2,PREDNISONE 5 MG 100 TAB KLG ZENITH,98,PC,0,1,20050,0,0,0,0,0,0,0,0,0,0,0,0,0
GKL9528905904A1,AMOXICILLIN 500 MG 100`S RAMA,0,BOX,0,1,47000,0,0,0,0,0,0,0,0,0,0,0,0,0
GKL9620919229A1,ACYCLOVIR 5% KRIM 5 GR INDO,0,BOX,91437,1,0,17.5,5,0,20,0,0,0,0,0,0,0,0,0
GKL9705023010A1,CAPTOPRIL 12.5 MG 100`S DEXA *NORETUR*,228,BOX,0,1,9750,0,0,0,0,0,0,0,0,0,0,0,0,0
GKL9705023010B,CAPTOPRIL 25 MG DEXA *NORETUR*,0,BOX,0,1,12750,0,0,0,0,0,0,0,0,0,0,0,0,0
